Comp instr: gcc -O3  -ffast-math -mavx -ftree-vectorize -march=native -funroll-loops -o matmul matmul.c
 
#N	GFLOP/S 
16	1.11921	
32	3.15227	
48	4.09586	
64	4.15067	
80	4.34449	
96	4.25849	
112	4.11587	
128	1.77148	
144	3.96603	
160	3.88408	
176	3.94299	
192	1.86471	
208	3.9964	
224	3.92349	
240	3.79296	
256	1.32103	
272	3.27755	
288	1.80939	
304	3.22906	
320	1.85892	
336	3.14305	
352	1.84578	
368	3.16395	
384	1.45597	
400	3.15518	
416	1.86395	
432	3.14607	
448	1.87936	
464	2.92469	
480	1.85245	
496	2.56171	
512	0.947848	
528	2.20153	
544	1.86934	
560	1.92973	
