Comp instr: gcc -O3  -ffast-math -mavx -ftree-vectorize -march=native -fopenmp -funroll-loops -o matmul matmul.c
 
#N	GFLOP/S 
16	0.0732149	
32	1.37439	
48	0.578844	
64	1.49961	
80	1.93241	
96	1.49574	
112	2.06182	
128	2.28399	
144	2.79207	
160	3.13679	
176	3.22112	
192	2.83133	
208	3.34477	
224	3.33514	
240	3.39647	
256	2.13796	
272	3.38443	
288	3.09436	
304	3.36519	
320	3.06189	
336	3.26384	
352	3.17874	
368	3.26982	
384	2.52581	
400	3.20722	
416	3.10005	
432	3.20397	
448	3.00069	
464	3.21007	
480	3.13066	
496	3.16821	
512	1.86235	
528	3.17653	
544	3.08666	
560	3.17052	
