matmul with cblas 
#N	GFLOP/S 
16	2.04522	
32	5.70286	
48	9.37084	
64	10.9677	
80	1.58515	
96	2.68057	
112	4.08166	
128	5.7668	
144	8.06136	
160	10.3303	
176	10.9903	
192	14.5652	
208	14.3092	
224	18.2755	
240	20.2983	
256	21.2665	
272	23.3304	
288	24.2	
304	26.8859	
320	28.6436	
336	26.1094	
352	35.3839	
368	32.6119	
384	34.7232	
400	35.4286	
416	34.9659	
432	31.0196	
448	37.3961	
464	37.6836	
480	40.5834	
496	37.6141	
512	40.621	
528	40.8005	
544	41.6563	
560	39.9069	
576	44.0914	
592	40.6479	
608	42.1602	
624	43.7912	
640	43.6071	
656	44.1853	
672	45.5344	
688	44.7074	
704	44.2407	
720	43.6778	
736	44.7063	
752	45.6547	
768	46.5462	
784	45.5447	
800	45.6003	
816	45.8426	
832	46.7286	
848	43.0804	
864	48.0187	
880	48.2621	
896	48.5735	
912	48.0396	
928	48.7066	
944	47.6796	
960	49.1606	
976	48.7155	
992	48.2179	
1008	46.9764	
1024	47.189	
